y,profileRefFieldInversion
0.1534067234115628,1.011832108330455
0.1477690578008333,1.003469527189711
0.1417813323308585,0.9917130576153801
0.1359361672747888,0.9787470274239646
0.1303778368229622,0.9634399051958397
0.1243080335576798,0.9449374641301043
0.1191537871876771,0.926468819863611
0.1134440108925253,0.905007729506687
0.1080770219310965,0.8816250936856851
0.1036598022316751,0.8615963399498873
0.09713625676862289,0.8297704233831338
0.0930730538461884,0.8090614832494135
0.08797335167550001,0.7822227357927914
0.08262961899831753,0.7527102419535772
0.07919913542766754,0.7332784261615857
0.07422664339685002,0.7042506426140757
0.06914774672840168,0.6738516687875167
0.06625330728435168,0.6562863215585959
0.06262798278595001,0.6337516987456014
0.05752712683660001,0.6021414581311094
0.05404651274387896,0.5810432526820652
0.05180325927882896,0.5674211585529561
0.04853791282520001,0.547537416270564
0.04458463716545,0.5233538113704066
0.04095333932659999,0.5019493289029702
0.03878476632399492,0.4895522626304657
0.03718779373469493,0.4804898871784775
0.03455391607865,0.46582109187754
0.03173957581884999,0.4506899364052376
0.0291544499277,0.4378612780190059
0.0267798693466,0.4267676395337849
0.02459868551655,0.4167254729158967
0.02339108912128039,0.4111984045725237
0.02243184544098039,0.4067438218875796
0.0207547834049,0.3989813241006402
0.0190643055338,0.391299312911547
0.01751150476279999,0.3844274225104469
0.01608516719754999,0.3781305560063388
0.01477499222574999,0.3722314696415836
0.013571518129,0.3666912534324783
0.0124660537529,0.361577402954821
0.0114506157419,0.3568450901121779
0.0105178708857,0.3523691811053756
0.009661083160994996,0.3481421879884345
0.008874065085699996,0.3442012128577456
0.008151133034649996,0.3405033882000474
0.007698765326719195,0.3381333038286595
0.007380823304834195,0.3364159917380086
0.006877068858459998,0.333628515461465
0.006316735797009998,0.3304067573988523
0.005802020440589998,0.3273149208579179
0.005329205658374999,0.3243864853511851
