y,profileRefFieldInversion
0.1509436295026596,0.9980425994770318
0.1447260143841596,0.9885012101758106
0.1357375702634855,0.9708768000786759
0.1300263578774855,0.9570065519435493
0.1235758521605,0.9394678545243577
0.1154864738270019,0.9128107536789496
0.1106676917960019,0.8958838860867085
0.10426592413755,0.8720951219270282
0.09661821374710158,0.8418814192611042
0.09255241115475159,0.8254183300778888
0.08797335167549997,0.8060152401592307
0.08080821035194997,0.7747349858814582
0.07540881692928555,0.7501292666558194
0.07225773354483556,0.7352671305077634
0.06818112056834998,0.7152725352270763
0.06262798278594997,0.6871842346352758
0.05752712683659998,0.6622816671124661
0.05390054581013165,0.6450847147435588
0.05165729234508165,0.6344755945512723
0.04853791282519998,0.6197310291494951
0.04458463716544999,0.6014417857281957
0.0409533393266,0.5851581155910042
0.0376177950879,0.5706491701516452
0.03455391607864999,0.5580117485558699
0.03212562388622313,0.5486702794232322
0.03077819004637313,0.5436921954021336
0.02915444992770001,0.5378989489722141
0.0267798693466,0.5297363643237682
0.02459868551655,0.5224255584548473
0.022595146536,0.5157438665419367
0.0207547834049,0.509440414527276
0.0190643055338,0.5034742697444502
0.0175115047628,0.4979114018003514
0.01608516719755,0.4927488950269892
0.01477499222575,0.4879075971971768
0.013571518129,0.483295395659569
0.0124660537529,0.4789376001578689
0.0114506157419,0.4748594587552401
0.0105178708857,0.4709913476636903
0.009661083160995003,0.4672830141509731
0.008984219354246691,0.4642445568413388
0.00860741212185669,0.4625138140754693
0.008151133034650003,0.4603396949478412
0.007487066194105003,0.457047488547725
0.006877068858460005,0.4538417538251638
0.006316735797010004,0.4507228949552554
0.005802020440590002,0.4476856590349864
0.005329205658375002,0.4447457257708544
