y,profileRefFieldInversion
0.1547195318069489,1.098510580171731
0.1484934079804426,1.085676164870917
0.1437377174984872,1.074283775322994
0.1380145878120095,1.058878908897833
0.1333064216019704,1.043867290115222
0.1280460483596405,1.025600229948689
0.1233851685696792,1.005086738744779
0.1185504801454307,0.9824719560428868
0.1139366981600448,0.9521079455178008
0.1094934735218333,0.921491638181495
0.1049265990034377,0.8765070213133228
0.1008432033179303,0.8340596606379889
0.09632302006902742,0.7747357523529084
0.09257034960366786,0.7227308236231416
0.08809667049541087,0.6538493879543821
0.08464799527842595,0.5992849858397451
0.08022070567284388,0.5278539502710112
0.07705142652794093,0.477122048617373
0.0735156174200772,0.4205985898196961
0.06975849747929203,0.3631277516029884
0.06708280512601229,0.3229870603643982
0.06279327237673288,0.2611780241183329
0.06028911689425946,0.2269517954061036
0.05803032402908392,0.1968093990307827
0.05374171862922937,0.142950529894327
0.05166572837974044,0.1185148251341317
0.04975802459483428,0.09672047739529001
0.04609903293147097,0.05719236216939084
0.04376428807153837,0.03426146759922775
0.04215469614136524,0.01906169693403686
0.03964882904061102,-0.003708135187264005
0.03681126019441651,-0.02731609248102934
0.03512089942872199,-0.04092925301034436
0.03387296807597302,-0.05083271027289298
0.0318101339091347,-0.06688233461232633
0.02961031524664189,-0.08290948700332765
0.02758908780048866,-0.09697402314140606
0.02655539007393853,-0.1040754168428816
0.02566674219406525,-0.1101411655676359
0.02402752792888193,-0.1212278600350452
0.02246103188498784,-0.1317189291428607
0.02102182486445347,-0.1411890351486358
0.01969958341526887,-0.1498754517710006
0.01867443938364433,-0.1566910392583508
0.01809293527877619,-0.1605850289514687
0.01736950966771485,-0.1654107758197942
0.01634502583623388,-0.1721127538074031
0.01540384839494516,-0.1781690606852252
0.01453921041675513,-0.1838009162650871
0.01374489310621622,-0.1890518477393867
0.01301518159434461,-0.1938648872393664
0.01234482426581704,-0.1982061112130589
0.01172899534099892,-0.2020970126412756
0.01116326045615287,-0.2055733305502123
0.01064354500478456,-0.2086766724814427
0.01028146205853453,-0.2107914705105534
0.01005295519611165,-0.2121060459208892
0.009727853824257053,-0.213932706973055
0.00932524717394805,-0.2160913798615049
0.008955384806068551,-0.2179250835544539
0.008615600318417151,-0.2194407000589118
0.008303443802123413,-0.220634696075178
0.008016664260692259,-0.2215040229864085
0.00775319344836446,-0.2220468451759637
0.0075111310136545,-0.222266070128581
0.007288730843118638,-0.2221693475520696
0.0070843885083467,-0.2217648215427766
0.006896629727432988,-0.2210587432601801
0.006724099758908614,-0.2200531213444396
