y,profileRefFieldInversion
0.1519565831908269,1.146228549328859
0.1487993499503558,1.139085090325345
0.1458978510041307,1.132772041790829
0.1432314356566794,1.127209379689523
0.1408518171260745,1.122393504336725
0.1396782268624545,1.12004022956708
0.1385263259809429,1.117727023363019
0.1364519499428058,1.113484694155963
0.1345458114817951,1.109397582052955
0.132794306195723,1.105362999849438
0.1311849248674411,1.101243642932644
0.129706165759207,1.096815500598058
0.1283474539147822,1.091821496959512
0.1270990668981913,1.086039801675938
0.1259520664539899,1.079281891972655
0.1248982356149328,1.071373603977392
0.123930020818998,1.062140679521412
0.1230404786403756,1.051419997554147
0.12222322676642,1.039142498328979
0.1214723988837249,1.025313145766071
0.1207826031630093,1.009980688996425
0.1201488840573774,0.9932369992023128
0.1195666871549472,0.9753312009006679
0.1190318268393363,0.9566083410223764
0.11854045653608,0.9375279862623711
0.1180890413442012,0.9186458845936788
0.1176743328609089,0.9005321612244622
0.1172933460222624,0.8829293544730162
0.1169433378052285,0.8649955073175835
0.1166217876403657,0.8466065904538825
0.1163263793962813,0.8280068099207299
0.1160549848165054,0.8092582641289527
0.1158056482860569,0.7903193479744927
0.115576572827068,0.7711246034138161
0.115366107220778,0.7515461145106358
0.1151727341670825,0.731452310747486
0.1149950594016344,0.7107196067514674
0.1148318016871426,0.6891975118127155
0.1146817836115672,0.6668158336509169
0.1145439231315111,0.6435515394613054
0.1144172257945259,0.6193775429398614
0.1143007775888365,0.5943249834716917
0.1141937383711187,0.5685195697650254
0.1140953358213902,0.5421138852345021
0.1140048598845088,0.5152636770158371
0.1139216576585279,0.4881356723637806
0.1138451286947954,0.4608851772200597
0.1137747206727141,0.4336586896704582
