y,profileRefFieldInversion
0.1569991595371469,1.073189780977823
0.1514928039815978,1.062718779499755
0.1474915783190362,1.054931830083699
0.1413589173349173,1.040261671664679
0.1374089223808515,1.028350940118123
0.1331456880906793,1.015466637013604
0.1278857919952848,0.994858841838012
0.1240387200468325,0.9789440294923678
0.1188791298883904,0.9549591557814335
0.1150835645957128,0.935293317325038
0.1103494408276766,0.9094928256685997
0.1066050128538125,0.8859422114879775
0.1027789543601567,0.8619153759784175
0.09856638666544597,0.8292318972974296
0.09492185587558802,0.8006014875896377
0.09093234467249024,0.7635329519708631
0.08733646087082492,0.7288748047071113
0.0836719661529513,0.6897877108158761
0.08012385942046649,0.6507399139630075
0.07675722292339174,0.6116308645074441
0.07325709184042604,0.5701987565453459
0.07016420246223162,0.532593803497491
0.06697939818466969,0.4936291068866661
0.06387101512485886,0.4561544486517386
0.06126098262179797,0.424779072550885
0.05785761909811539,0.3851205246935787
0.05546010981262961,0.357700816298947
0.05210560349427089,0.3202051933897871
0.0499032908988759,0.2960669769593879
0.04769524861826513,0.2717704243792979
0.04457419954038594,0.2384874255910609
0.04271556197164945,0.21912571048974
0.04024725880396879,0.1936780538973878
0.03775019083273624,0.1697331928285863
0.03618129662030289,0.1549202151379475
0.03396041470689753,0.1342501088563481
0.0315296532794566,0.1131734033324315
0.03020528962549806,0.1018231811032308
0.02865306845775183,0.08853512780994977
0.02631787433066043,0.06947992389735896
0.02470702501938139,0.05737063120743698
0.02367978329170092,0.04982426745722869
0.02220154374701857,0.03912569303823508
0.02039079969962181,0.02658845408488329
0.01875399910199026,0.01562946052802738
0.01795762421928236,0.01031057675890386
0.01719983410625453,0.005187746566526426
0.01579685324001812,-0.004245015672833936
0.01450809061340671,-0.01309903842510284
0.01332424927203728,-0.02149601119161526
0.01230619343856176,-0.02892894869682586
0.01178562529069339,-0.03277491358947409
0.01123865924524502,-0.0368882713895789
0.01032224825987368,-0.04378930392432868
0.009480450591659043,-0.05012652107769056
0.008707190320723895,-0.05595516331048571
0.007996885981387834,-0.06131668027685502
0.007344410330164704,-0.06629418160940019
0.006745053382803193,-0.07089128712957811
0.006194488455225045,-0.07513097782644285
0.005881488899508663,-0.07754340255137741
0.005639755208434994,-0.07941928424212676
