y,profileRefFieldInversion
0.1525433863046565,1.099140198967141
0.1472261376687115,1.086176914004793
0.1415934229741384,1.072065057095686
0.1367032720735281,1.059841189947664
0.1311301728108281,1.045392722138347
0.1266332335584176,1.030636748416827
0.1223716304196151,1.014134627264433
0.1169855373063176,0.9764013059071395
0.1131861062053942,0.93920270948688
0.1077281384730547,0.8616593523718896
0.1042346674205053,0.7949713149722291
0.1004435281204565,0.7137574435764329
0.0956231062851248,0.5945676315010282
0.09267274588626236,0.5209461384165458
0.08862204216951221,0.4204005577770427
0.08461443721344422,0.3323017786396034
0.08212287961463356,0.281074264182764
0.07863847466027744,0.214298390932037
0.07454076704038096,0.14895041501683
0.07243616583275519,0.1182997432118296
0.07020800213542505,0.08842013875182253
0.06649952715073194,0.04454039073115659
0.06348815348334581,0.01527814242911442
0.06185573276855533,0.0004670516891150862
0.05995972468031342,-0.01554049498765463
0.05708365375576795,-0.03762641323522228
0.05443996377517388,-0.05503133974980882
0.052526618820691,-0.06672660018650901
0.05136384009389292,-0.07351660559324184
0.0497807013375313,-0.08238627045929395
0.04773208275963968,-0.09326933556529357
0.04584937864915217,-0.1030064233751299
0.04411921811460999,-0.1116040118868842
0.042529297588144,-0.1190424044521243
0.04168859620173422,-0.1228144919705977
0.04099018793440148,-0.1258167169332975
0.03972950707255226,-0.1311133057582408
0.03849837894477265,-0.1360515512161363
0.03736717998487462,-0.1404326713479511
0.0363278218207031,-0.144352393861978
0.03537286689717242,-0.1477755203451003
0.03449547666285718,-0.1506976551259384
0.033689363795362,-0.1531588420959919
0.03294874816304443,-0.1552517581265977
0.03226831624220782,-0.157030357034196
0.03169187136472309,-0.1584002698553125
0.0313926405317516,-0.1590685605861582
0.03106959139225421,-0.1597225795490467
0.03054298822845795,-0.1606986739559361
0.03005919337200327,-0.161457891453792
0.02961472762904382,-0.1620221698845098
0.02920639355784972,-0.1624038999207512
0.02883125272891847,-0.1625594453299502
0.02848660480234113,-0.1624537432515876
0.02816996827816689,-0.162114464499318
0.02787906278798201,-0.1615653562850581
0.02761179280705399,-0.160811348183777
0.02736623267256369,-0.1598572559928042
0.02714061280582552,-0.1587044158322481
0.02693330704132618,-0.1573548381586169
0.02674282097466579,-0.1558176649174166
0.02656778124786748,-0.1540930644526179
0.02640692569686379,-0.1521848663749437
