y,U_0,U_1,U_2
0.1525433863048442,1.133726057339671,-0.08616555576673747,0
0.1472261376689011,1.122905342665267,-0.08537229037417603,0
0.1415934229743004,1.111194077268376,-0.08432158391783195,0
0.1367032720736919,1.099304903739924,-0.08331120644080785,0
0.1311301728109633,1.083019911449285,-0.08214192576128965,0
0.1266332335585547,1.058849359426139,-0.08119903341209914,0
0.1223716304195941,1.030141639804458,-0.08019646646004903,0
0.1169855373064272,0.9613292652078729,-0.07780506057353824,0
0.1131861062055055,0.8972530898715259,-0.07508917630866178,0
0.1077281384731397,0.7741834061921251,-0.06845325047047723,0
0.1042346674205915,0.6792174789536409,-0.06178792839369274,0
0.1004435281204439,0.5694971131271587,-0.0531099045556033,0
0.09562310628518508,0.4302674308125909,-0.03824193684239967,0
0.09267274588632379,0.3507626024304022,-0.0283955956133095,0
0.08862204216950405,0.2491172941778292,-0.01428184503819742,0
0.08461443721348243,0.1720299512986006,-0.0009207272276351738,0
0.08212287961467261,0.1295104013599287,0.006846108550580306,0
0.07863847466027249,0.07743584039837365,0.01688840775233352,0
0.07454076704040161,0.0347291630218268,0.02594113342215539,0
0.07243616583277637,0.0161302229126692,0.02999247777743195,0
0.07020800213542218,-0.0009412913070679175,0.03378816487022582,0
0.06649952715072979,-0.02481334049672854,0.0391439571339579,0
0.06348815348335582,-0.04028534114236417,0.04251894527794271,0
0.0618557327685655,-0.04811656859852323,0.04417507847107259,0
0.05995972468031213,-0.05667424112216105,0.04591352928117964,0
0.057083653755767,-0.06878813788971699,0.04823026619410081,0
0.0544399637751732,-0.07893770200950934,0.04995064941132398,0
0.05252661882069417,-0.08601438945561091,0.05105097302830039,0
0.05136384009389618,-0.09024738699249722,0.05167114242823843,0
0.04978070133753099,-0.09594025665732148,0.05245620520353025,0
0.04773208275963947,-0.1031294064110777,0.05336175550523562,0
0.04584937864915203,-0.1095257118233716,0.05407249242229979,0
0.04411921811460992,-0.1152366530728014,0.05462923568744829,0
0.04252929758814396,-0.1203817677957482,0.05507152956703633,0
0.04168859620173457,-0.1230713025485402,0.05528387528587951,0
0.04099018793440183,-0.1252895372473951,0.055440762415951,0
0.03972950707255229,-0.1292589735924111,0.05569908753801905,0
0.03849837894477269,-0.1330572959151353,0.05590564724600913,0
0.03736717998487468,-0.1364723586923992,0.05605357727812104,0
0.03632782182070316,-0.1395343284756241,0.05615097221478329,0
0.03537286689717248,-0.1422596213881475,0.05620261814714551,0
0.03449547666285724,-0.1446999043000516,0.05621905465321198,0
0.03368936379536206,-0.1468787841436786,0.05620482447822661,0
0.03294874816304448,-0.1488173716663237,0.05616385842844177,0
0.03226831624220788,-0.1505350270974354,0.05609925061774017,0
0.0316918713647229,-0.1519332656556157,0.05602139403143559,0
0.03139264053175141,-0.1526419750009325,0.05597375085918775,0
0.03106959139225427,-0.153378895356617,0.05591004552921341,0
0.03054298822845803,-0.1545360161356091,0.05578964126567437,0
0.03005919337200335,-0.1555291733412759,0.05565333162555573,0
0.0296147276290439,-0.1563698924151666,0.05550232690922602,0
0.0292063935578498,-0.1570686734256666,0.05533754056921966,0
0.02883125272891854,-0.1576348705284764,0.05515963286019548,0
0.02848660480234121,-0.1580760869425732,0.05496906465480696,0
0.02816996827816697,-0.1583989613745512,0.05476618522377906,0
0.02787906278798209,-0.1586112255086181,0.05455115483766182,0
0.02761179280705407,-0.1587169392541237,0.054323944405994,0
0.02736623267256377,-0.1587211580714387,0.05408434630484057,0
0.02714061280582559,-0.1586281299272762,0.05383195774093326,0
0.02693330704132624,-0.158439447828701,0.05356652953268665,0
0.02674282097466586,-0.1581591162704417,0.05328728973690746,0
0.02656778124786754,-0.1577875251004054,0.0529935354327986,0
0.02640692569686386,-0.1573258983442558,0.05268437875899265,0
