y,U_0,U_1,U_2
0.1565801053951522,1.121866068445179,-0.1054520629032563,-5.400623815241961e-15
0.1511734156687062,1.113767985411726,-0.106640874539623,-1.525159408928393e-15
0.1474649762354288,1.108046983272085,-0.1074524443172363,-1.516151866971493e-15
0.1417416754685623,1.09819915315764,-0.1086516689255231,-3.523575267922383e-15
0.1376629529001335,1.089299174748607,-0.1093852271749697,-3.013299649141121e-16
0.1339366921822633,1.081206726011632,-0.1100651013884846,-1.919373448280941e-15
0.1283454149422633,1.063296991730917,-0.1109852252371684,-1.393167867095109e-15
0.1246030462848575,1.048871155410889,-0.1115632485884129,-6.077480956962896e-16
0.1194671587028575,1.023537391294764,-0.112105552354628,-1.697018589203912e-15
0.1157037676871231,0.9953530056771485,-0.1120530371315095,-4.621215972148639e-17
0.1117732296585405,0.9662052272836169,-0.1120164478303699,-1.550178634178417e-15
0.1071967525784174,0.9195862837917347,-0.1105912934515355,-3.317157171516442e-16
0.1033761649483535,0.8793285634791606,-0.1092590155154572,-8.831557112089704e-16
0.09904280768015347,0.8279097628814878,-0.1067551220534894,-4.459327042890403e-16
0.09518581313438228,0.7800968206126885,-0.1041879085837479,-7.573749971422796e-16
0.09120539217288226,0.7271262710593934,-0.1009145819930302,-5.182672444176623e-16
0.08730660885144828,0.6731424685101032,-0.09736512909602824,-9.330802935977655e-16
0.08365037870589828,0.6204283175446162,-0.09364028787229348,-5.326726186942334e-16
0.0797042752462909,0.5621826847273111,-0.08939451845111571,-1.506252846536339e-15
0.07634583164194089,0.5121749543374006,-0.08552374201955634,-3.671418132140494e-16
0.0726678879681,0.4568478389007047,-0.08118164796588492,-2.95802480035275e-15
0.0692618010693581,0.4071203657112962,-0.07699387367487524,-3.130527180109488e-16
0.0664281446945081,0.3657674238414094,-0.0734620945529202,-2.597520915954587e-15
0.06237013102550328,0.309127791336707,-0.06837581826322964,-1.790592203892725e-15
0.05976726520595327,0.2742470585056287,-0.06512027085923976,-1.267115568575889e-15
0.05631906033714996,0.2290207399392552,-0.0607818695464712,-4.520061036793613e-15
0.05325340828397307,0.1932947075618291,-0.05707173320940574,-8.100385994237077e-16
0.05105726301827308,0.1684098800094329,-0.05441740211236175,-1.83699757928513e-15
0.04751861932554999,0.1307369044213631,-0.05021806067377076,-4.077830482408501e-15
0.04484573399894422,0.1058426321691039,-0.04720352080166294,-8.092626074719678e-16
0.042992767799353,0.08898448838398963,-0.04510275022611671,-1.501338733950669e-15
0.04009336295733583,0.06339176067249029,-0.04181403737474512,-5.130704970627272e-15
0.03701870880875101,0.03899409469301694,-0.03844852420805477,-1.732095735210555e-15
0.03545556129428118,0.02693447371257415,-0.03674575806444171,-2.411942161163243e-16
0.03383082570569158,0.01454810880781775,-0.03495148789937771,-2.27859806636344e-15
0.03107894799783297,-0.005617414133570167,-0.03194014174151562,-5.181556550850897e-15
0.02855065426569335,-0.02247876643172422,-0.02926832435608029,-1.994283021168184e-15
0.02714154702620035,-0.03159706525716519,-0.02778383147705043,-2.441504899433962e-16
0.02603102095145984,-0.03870952443711252,-0.02659663997175862,-1.109264179336153e-15
0.02409878156353065,-0.05084632614367134,-0.02452825360695216,-3.426432434318247e-15
0.02214103341520506,-0.06255459468200465,-0.02245356990073386,-4.906032655297965e-15
0.02034195275410922,-0.07265118315849413,-0.02058578859339309,-2.722251784926665e-15
0.01877210105591628,-0.08119038183373571,-0.01895872177634957,-8.41445433119363e-16
0.01798051857526632,-0.08543837885373573,-0.01813630173177173,-9.703616727919445e-17
0.01717054137796128,-0.08975036293184427,-0.01728517972746649,-1.034940982614413e-15
0.01577597925298599,-0.09704438271882454,-0.01582203034185501,-2.63844776767145e-15
0.01449437358670234,-0.1035629900036111,-0.01448181711115087,-4.10057578240918e-15
0.01331661877992195,-0.1093906072953806,-0.01325605200730913,-5.005472977599274e-15
0.01223433631391715,-0.1145640061036157,-0.01214219245662811,-3.747883842554608e-15
0.01123981770957532,-0.1192379256641988,-0.01111924359329703,-2.598916451772955e-15
0.01032597180854616,-0.1234672465512724,-0.01017983322893054,-1.547709817720965e-15
0.009486276070847698,-0.1272992161546935,-0.009317210332758258,-5.863754048529342e-16
0.009028251180200352,-0.12937210982735,-0.008846677866549099,-6.368499747550613e-17
0.008658927009440865,-0.1310366963994823,-0.008465426953673732,-3.479114810175413e-16
0.008006196693090434,-0.1339616300345785,-0.007791317621518637,-1.070274071340823e-15
0.007355053969985733,-0.1368420567952403,-0.007120312338767954,-1.787886710123378e-15
0.006756754844021069,-0.1394539026240654,-0.006505151424242913,-2.444184482652609e-15
0.006207020873972294,-0.1418216678709137,-0.005941218770475973,-3.04411954901087e-15
0.005701917793328881,-0.1439666712049283,-0.005424285181025775,-3.5922103076864e-15
