43,1.148045e-01,0.000000e+00,8.310000e-02,-4.7,4.040000e-02,-,1.000000e+00,2.50e-01f,3
44,1.148044e-01,0.000000e+00,5.380000e-02,-4.7,1.760000e-03,-,1.000000e+00,1.00e+00f,1
45,1.136350e-01,0.000000e+00,8.860000e-03,-4.7,9.380000e-01,-,1.230000e-01,7.81e-03f,8
46,1.136350e-01,0.000000e+00,8.680000e-03,-4.7,3.850000e-03,-,1.000000e+00,1.00e+00f,1
47,1.136130e-01,0.000000e+00,8.490000e-03,-4.7,1.920000e-03,-,1.000000e+00,1.00e+00f,1
48,1.136129e-01,0.000000e+00,7.220000e-03,-4.7,1.440000e-03,-,1.000000e+00,1.00e+00f,1
49,1.139255e-01,0.000000e+00,6.600000e-02,-4.7,1.050000e+00,-,2.310000e-01,6.25e-02f,5
50,1.139130e-01,0.000000e+00,6.950000e-01,-4.7,1.700000e-01,-,1.000000e+00,8.35e-01f,1
51,1.101726e-01,0.000000e+00,8.920000e-02,-4.7,5.280000e+00,-,7.870000e-02,7.03e-03f,1
52,1.101675e-01,0.000000e+00,7.730000e-02,-4.7,8.020000e-02,-,4.850000e-01,1.00e+00f,1
53,1.075136e-01,0.000000e+00,4.750000e-03,-4.7,9.390000e+00,-,2.260000e-02,4.98e-04f,1
54,1.058099e-01,0.000000e+00,8.540000e-02,-4.7,2.520000e-01,-,5.730000e-01,1.00e+00f,1
55,1.058061e-01,0.000000e+00,8.500000e-02,-4.7,1.150000e+00,-,9.920000e-02,6.66e-02f,1
56,1.042523e-01,0.000000e+00,1.030000e-01,-4.7,3.230000e+00,-,3.010000e-01,4.07e-02f,3
57,1.042519e-01,0.000000e+00,1.040000e-01,-4.7,3.080000e+00,-,8.670000e-02,8.53e-03f,1
58,1.026332e-01,0.000000e+00,9.850000e-02,-4.7,7.520000e+00,-,2.090000e-02,8.26e-03f,1
59,1.019179e-01,0.000000e+00,9.870000e-02,-6.8,2.220000e+00,-,1.550000e-02,3.86e-02f,4
60,1.019228e-01,0.000000e+00,1.010000e-01,-5.8,1.050000e+00,-,6.630000e-01,2.30e-01f,1
61,9.907008e-02,0.000000e+00,1.720000e-01,-5.2,9.120000e+00,-,7.840000e-02,3.64e-02f,2
62,9.910229e-02,0.000000e+00,2.170000e-01,-3.2,1.530000e+01,-,7.780000e-01,1.95e-02f,1
63,1.172446e-01,0.000000e+00,2.880000e-01,-3.4,2.000000e+01,-,4.560000e-01,1.48e-01f,1
64,1.197834e-01,0.000000e+00,3.180000e-01,-3.4,1.530000e+00,-,8.860000e-01,5.86e-01f,1
65,2.132425e-01,0.000000e+00,7.170000e-02,-3.4,2.120000e+00,-,2.150000e-01,5.17e-01f,1
66,2.159480e-01,0.000000e+00,7.510000e-02,-3.4,4.050000e+00,-,7.780000e-01,6.82e-01f,1
67,2.158867e-01,0.000000e+00,2.970000e-02,-3.4,5.480000e+00,-,6.840000e-01,3.68e-01f,1
68,2.100876e-01,0.000000e+00,2.190000e-02,-3.4,8.560000e-01,-,1.000000e+00,1.00e+00f,1
69,2.101494e-01,0.000000e+00,1.710000e-02,-3.4,1.770000e+00,-,8.040000e-01,8.41e-01f,1
70,2.038549e-01,0.000000e+00,3.090000e-02,-3.4,7.590000e-01,-,1.000000e+00,1.00e+00f,1
71,2.040120e-01,0.000000e+00,3.440000e-02,-3.4,5.230000e-01,-,9.270000e-01,1.00e+00f,1
72,1.983520e-01,0.000000e+00,1.210000e-02,-3.4,2.050000e+00,-,4.920000e-01,3.49e-01f,2
73,1.981810e-01,0.000000e+00,1.030000e-02,-3.4,2.620000e-01,-,1.000000e+00,1.00e+00f,1
74,1.976306e-01,0.000000e+00,3.570000e-02,-3.4,1.340000e+00,-,1.000000e+00,5.00e-01f,2
75,1.977520e-01,0.000000e+00,3.790000e-02,-3.4,2.670000e-01,-,1.000000e+00,1.00e+00f,1
76,1.900794e-01,0.000000e+00,1.220000e-02,-3.4,8.670000e-01,-,1.000000e+00,5.55e-01f,1
77,1.886841e-01,0.000000e+00,1.450000e-02,-3.4,3.580000e-01,-,1.000000e+00,1.00e+00f,1
78,1.886708e-01,0.000000e+00,1.320000e-02,-3.4,8.590000e-01,-,1.000000e+00,1.00e+00f,1
79,1.912455e-01,0.000000e+00,2.320000e-02,-3.4,8.170000e-01,-,1.000000e+00,1.30e-318h1057,
80,1.887986e-01,0.000000e+00,1.740000e-02,-3.4,3.580000e+00,-,2.300000e-01,1.46e-01f,3
81,1.887983e-01,0.000000e+00,1.630000e-02,-3.4,1.710000e-02,-,1.000000e+00,1.00e+00f,1
82,1.906936e-01,0.000000e+00,3.010000e-02,-3.4,5.740000e-01,-,2.810000e-01,6.32e-322h1068,
83,1.890126e-01,0.000000e+00,1.320000e-02,-3.4,1.880000e+00,-,1.000000e+00,4.91e-03f,5
84,1.890125e-01,0.000000e+00,5.280000e-03,-3.4,5.720000e-03,-,1.000000e+00,1.00e+00f,1
85,1.891538e-01,0.000000e+00,1.290000e-03,-3.4,1.200000e-01,-,8.980000e-01,6.48e-319h1058,
86,1.872504e-01,0.000000e+00,1.640000e-02,-5.1,5.830000e-02,-,8.510000e-01,1.00e+00F,1
87,1.790888e-01,0.000000e+00,2.400000e-02,-5.1,1.360000e+00,-,1.580000e-01,3.14e-01f,1
88,1.576932e-01,0.000000e+00,1.320000e-02,-5.1,1.650000e+00,-,1.110000e-01,4.34e-01f,1
89,1.536916e-01,0.000000e+00,1.100000e-03,-5.1,1.890000e+00,-,1.600000e-01,1.78e-01F,1
90,1.523942e-01,0.000000e+00,1.280000e-03,-5.1,1.380000e+00,-,7.060000e-01,1.20e-01F,1
91,1.449192e-01,0.000000e+00,1.760000e-02,-5.1,1.270000e+00,-,7.050000e-01,3.80e-01F,1
92,1.392238e-01,0.000000e+00,1.900000e-02,-5.1,3.100000e+00,-,1.460000e-01,1.31e-01f,1
93,1.328753e-01,0.000000e+00,8.960000e-03,-5.1,3.890000e+00,-,1.210000e-01,1.09e-01F,1
94,1.251873e-01,0.000000e+00,1.410000e-03,-5.1,9.300000e-01,-,7.880000e-02,4.67e-01f,1
95,1.247787e-01,0.000000e+00,3.010000e-03,-5.1,2.760000e+00,-,4.620000e-01,2.19e-02f,1
96,1.231361e-01,0.000000e+00,5.330000e-03,-5.1,4.440000e+00,-,2.730000e-01,5.00e-02f,3
97,1.147255e-01,0.000000e+00,2.460000e-03,-5.1,2.670000e+00,-,4.420000e-01,3.85e-01F,1
98,1.141653e-01,0.000000e+00,2.220000e-02,-5.1,4.410000e+00,-,1.310000e-01,5.33e-02f,3
99,1.123887e-01,0.000000e+00,2.230000e-02,-5.1,2.000000e+00,-,4.270000e-01,2.21e-01F,1
100,1.092965e-01,0.000000e+00,2.210000e-02,-5.1,2.990000e+00,-,5.090000e-02,2.99e-01F,1
101,1.080409e-01,0.000000e+00,1.810000e-02,-5.1,3.620000e+00,-,3.540000e-01,7.36e-02f,3
102,1.050763e-01,0.000000e+00,8.100000e-03,-5.1,1.230000e+00,-,8.460000e-02,3.18e-01f,1
103,1.045688e-01,0.000000e+00,4.650000e-03,-5.1,1.230000e+00,-,1.500000e-01,8.89e-02F,1
104,1.011237e-01,0.000000e+00,7.930000e-03,-5.1,6.080000e-01,-,3.320000e-01,6.69e-01F,1
