0,8.629954e-01,0.000000e+00,2.610000e-02,0.0,0.000000e+00,-,0.000000e+00,0.00e+00,0
1,8.602687e-01,0.000000e+00,1.090000e-02,-5.8,1.040000e-02,-,9.850000e-01,5.00e-01f,2
2,8.602687e-01,0.000000e+00,2.850000e-02,-3.5,2.540000e-02,-,9.920000e-01,1.00e+00f,1
3,8.327300e-01,0.000000e+00,2.880000e-02,-3.4,2.930000e-02,-,1.000000e+00,1.00e+00f,1
4,8.251146e-01,0.000000e+00,2.970000e-02,-5.1,2.910000e-02,-,9.970000e-01,5.00e-01f,2
5,8.173311e-01,0.000000e+00,3.050000e-02,-6.9,2.970000e-02,-,1.000000e+00,5.00e-01f,2
6,8.094390e-01,0.000000e+00,3.110000e-02,-8.6,3.050000e-02,-,1.000000e+00,5.00e-01f,2
7,8.015193e-01,0.000000e+00,3.150000e-02,-10.4,3.110000e-02,-,1.000000e+00,5.00e-01f,2
8,1.412255e-01,0.000000e+00,2.290000e-01,-9.2,6.550000e+01,-,1.000000e+00,1.34e-02F,1
9,1.412200e-01,0.000000e+00,7.330000e-02,-7.2,9.300000e-01,-,8.060000e-01,1.00e+00f,1
10,7.082368e-01,0.000000e+00,1.380000e-02,-6.9,8.370000e-01,-,1.000000e+00,9.88e-324h1074,
11,6.290364e-01,0.000000e+00,4.920000e-02,-7.0,2.260000e-01,-,1.000000e+00,1.00e+00F,1
12,3.094874e-01,0.000000e+00,8.100000e-02,-7.0,6.700000e-01,-,1.000000e+00,5.99e-01F,1
13,3.094856e-01,0.000000e+00,1.600000e-01,-7.0,1.760000e-01,-,1.000000e+00,1.00e+00f,1
14,1.450514e-01,0.000000e+00,1.290000e-01,-7.0,9.760000e-01,-,1.580000e-01,6.25e-02f,5
15,1.414319e-01,0.000000e+00,7.110000e-02,-7.0,5.820000e+00,-,5.080000e-02,1.83e-03f,9
16,1.414318e-01,0.000000e+00,1.520000e-02,-7.0,2.700000e-03,-,9.990000e-01,1.00e+00f,1
17,1.414223e-01,0.000000e+00,1.830000e-02,-7.0,3.710000e+00,-,8.810000e-02,1.05e-03f,10
18,1.410028e-01,0.000000e+00,6.860000e-03,-7.0,4.120000e-02,-,1.000000e+00,1.00e+00f,1
19,1.403709e-01,0.000000e+00,2.610000e-02,-7.1,3.750000e-01,-,1.000000e+00,2.19e-01f,2
20,1.375516e-01,0.000000e+00,1.980000e-02,-7.5,6.490000e-02,-,1.000000e+00,1.00e+00F,1
21,1.344243e-01,0.000000e+00,3.420000e-02,-6.7,7.540000e-01,-,1.000000e+00,1.06e-01f,3
22,1.304796e-01,0.000000e+00,1.550000e-01,-5.6,1.130000e+00,-,1.000000e+00,2.47e-01F,1
23,1.294925e-01,0.000000e+00,1.820000e-01,-4.7,8.170000e-01,-,1.000000e+00,2.62e-01F,1
24,1.294914e-01,0.000000e+00,1.770000e-01,-3.8,8.340000e-01,-,1.000000e+00,5.76e-01f,1
25,1.265051e-01,0.000000e+00,1.120000e-02,-3.9,1.950000e+00,-,2.120000e-01,2.52e-01f,1
26,1.239559e-01,0.000000e+00,5.630000e-02,-4.5,3.300000e-01,-,9.300000e-01,4.64e-01f,2
27,1.116111e-01,0.000000e+00,5.150000e-02,-4.5,9.410000e-01,-,5.770000e-01,4.90e-01f,1
28,1.071130e-01,0.000000e+00,2.750000e-02,-10.5,3.390000e+00,-,1.190000e-01,1.06e-01F,1
29,1.071407e-01,0.000000e+00,3.100000e-02,-4.3,2.540000e+00,-,1.000000e+00,1.20e-01f,1
30,1.050908e-01,0.000000e+00,1.840000e-02,-4.4,1.490000e+00,-,5.620000e-01,5.51e-02f,2
31,1.044165e-01,0.000000e+00,1.390000e-02,-5.1,1.750000e+00,-,5.740000e-01,2.35e-02f,5
32,1.040881e-01,0.000000e+00,5.230000e-02,-4.6,3.910000e+00,-,1.850000e-01,6.34e-03f,6
33,1.040940e-01,0.000000e+00,6.620000e-03,-10.6,5.830000e+02,-,2.020000e-03,2.02e-03S1067,
34,4.782147e-01,0.000000e+00,1.110000e-02,-4.7,2.540000e+00,-,5.960000e-01,3.95e-322h1066,
35,4.489449e-01,0.000000e+00,4.150000e-02,-4.7,1.810000e+00,-,1.040000e-01,1.31e-01F,1
36,2.089914e-01,0.000000e+00,3.780000e-01,-4.7,1.290000e+01,-,9.520000e-02,4.69e-02F,1
37,2.031816e-01,0.000000e+00,3.800000e-01,-4.7,1.640000e+01,-,6.470000e-02,1.75e-03f,1
38,1.791676e-01,0.000000e+00,3.670000e-01,-4.7,1.040000e+01,-,1.190000e-01,9.06e-03f,3
39,1.605582e-01,0.000000e+00,3.220000e-01,-4.7,7.670000e+00,-,1.910000e-01,9.19e-03f,3
40,1.538740e-01,0.000000e+00,2.960000e-01,-4.7,3.170000e-01,-,1.000000e+00,1.26e-02f,2
41,1.293372e-01,0.000000e+00,1.900000e-01,-4.7,6.280000e-02,-,1.000000e+00,3.21e-01f,1
42,1.293375e-01,0.000000e+00,2.080000e-01,-4.7,3.570000e-02,-,1.000000e+00,1.00e+00f,1
